Class,Order,Family,Species,Genus,Origin,Details ,Sindrome,Subsindrome,fruit.color,life.form,fruit.size.category,fruit.diam,seed.diam,wood.density,IUCN,IUCNcriteria,Bahamas,Cuba,Cayman,Hispaniola,Jamaica,PuertoRico,VirginIslands,LesserAntilles
,,Cucurbitaceae,Coccinia grandis,Coccinia,exotic,,zoo,,,,,,,,NA,NA,0,1,0,0,0,1,1,1
,,Cucurbitaceae,Lagenaria siceraria,Lagenaria,exotic,,zoo,,,,,,,,NA,NA,0,1,0,1,1,1,1,1
,,Cucurbitaceae,Luffa acutangula,Luffa,exotic,,zoo,,,,,,,,NA,NA,0,1,0,1,1,1,0,1
,,Cucurbitaceae,Luffa aegyptiaca,Luffa,exotic,,zoo,,,,,,,,NA,NA,0,1,0,1,1,1,1,1
,,Cucurbitaceae,Sechium edule,Sechium,exotic,,zoo,,,,,,,,NA,NA,0,1,1,1,1,1,1,1
,,Cucurbitaceae,Sicana odorifera,Sicana,exotic,,zoo,,,,,,,,NA,NA,0,1,0,1,0,1,0,0
,,Cucurbitaceae,Trichosanthes cucumerina,Trichosanthes,exotic,,zoo,,,,,,,,NA,NA,0,0,0,0,0,0,0,1
,,Cucurbitaceae,Cayaponia americana,Cayaponia,native,,zoo,,,,,,,,NA,NA,1,1,0,1,0,1,1,1
,,Cucurbitaceae,Cayaponia racemosa,Cayaponia,native,,zoo,,,,,,,,NA,NA,1,1,0,1,1,1,1,1
,,Cucurbitaceae,Ceratosanthes palmata,Ceratosanthes,native,,zoo,,,,,,,,NA,NA,0,0,0,0,0,0,0,1
,,Cucurbitaceae,Cionosicys excisus,Cionosicys,native,,zoo,,,,,,,,NA,NA,0,1,1,0,0,0,0,0
,,Cucurbitaceae,Cionosicys pomiformis,Cionosicys,native,,zoo,,,,,,,,Least Concern,,0,1,0,0,1,0,0,0
,,Cucurbitaceae,Doyerea emetocathartica,Doyerea,native,,zoo,,,,,,,,NA,NA,0,0,0,1,1,1,1,1
,,Cucurbitaceae,Fevillea cordifolia,Fevillea,native,,zoo,,,,,,,,NA,NA,0,1,1,1,1,1,0,1
,,Cucurbitaceae,Linnaeosicyos amara,Linnaeosicyos,native,,zoo,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Cucurbitaceae,Melothria domingensis,Melothria,native,,zoo,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Cucurbitaceae,Melothria pendula,Melothria,native,,zoo,,,,,,,,NA,NA,1,1,1,1,1,1,1,1
,,Cucurbitaceae,Penelopeia sphaerica,Penelopeia,native,,zoo,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Cucurbitaceae,Penelopeia suburceolata,Penelopeia,native,,zoo,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Cucurbitaceae,Psiguria ottoniana,Psiguria,native,,zoo,,,,,,,,NA,NA,0,1,0,0,0,1,0,0
,,Cucurbitaceae,Psiguria pedata,Psiguria,native,,zoo,,,,,,,,NA,NA,1,1,0,1,0,1,1,0
,,Cucurbitaceae,Psiguria trifoliata,Psiguria,native,,zoo,,,,,,,,NA,NA,0,1,0,1,0,1,0,0
,,Cucurbitaceae,Psiguria umbrosa,Psiguria,native,,zoo,,,,,,,,NA,NA,0,0,0,0,0,0,0,1
,,Cucurbitaceae,Rytidostylis carthaginensis,Rytidostylis,native,,zoo,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Cucurbitaceae,Sicana fragrans,Sicana,native,,zoo,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Cucurbitaceae,Sicana sphaerica,Sicana,native,,zoo,,,,,,,,NA,NA,0,1,0,0,1,0,0,0
,,Cucurbitaceae,Sicydium tamnifolium,Sicydium,native,,zoo,,,,,,,,NA,NA,0,1,0,0,0,0,0,1
,,Cucurbitaceae,Sicyos laciniatus,Sicyos,native,,zoo,,,,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Cunoniaceae,Weinmannia pinnata,Weinmannia,native,,abiotic,wind,brown,shrub,,,,,Least Concern,,0,1,0,1,1,1,0,1
,,Cunoniaceae,Weinmannia portlandiana,Weinmannia,native,,abiotic,wind,brown,shrub,,,,,Vulnerable,B1+2c,0,0,0,0,1,0,0,0
,,Cupressaceae,Chamaecyparis funebris,Chamaecyparis,exotic,,abiotic,auto,green,tree,,,,,NA,NA,0,0,0,0,0,1,0,0
,,Cupressaceae,Cupressus arizonica,Cupressus,exotic,,abiotic,,,tree,,,,,Least Concern,,0,1,0,1,0,1,0,0
,,Cupressaceae,Cupressus lusitanica,Cupressus,exotic,,abiotic,,,tree,,,,,Least Concern,,0,1,0,0,0,1,0,0
,,Cupressaceae,Cupressus macrocarpa,Cupressus,exotic,,abiotic,,,tree,,,,,Vulnerable,D2,0,1,0,1,0,1,0,0
,,Cupressaceae,Cupressus sempervirens,Cupressus,exotic,,abiotic,,,tree,,,,,NA,NA,0,1,0,1,0,1,0,0
,,Cupressaceae,Platycladus orientalis,Platycladus,exotic,,abiotic,wind,,tree,,,,,NA,NA,0,1,0,0,0,1,1,0
,,Cupressaceae,Juniperus barbadensis,Juniperus,native,,zoo,,,,,,,,Vulnerable,C2a(i),1,1,0,1,1,0,0,1
,,Cupressaceae,Juniperus gracilior,Juniperus,native,,zoo,,,,,,,,Endangered,"B2ab(ii,iii,iv,v)",0,0,0,1,0,0,0,0
,,Cupressaceae,Juniperus saxicola,Juniperus,native,,zoo,,,,,,,,Critically Endangered,"B1ab(ii,iii,v)+2ab(ii,iii,v); C2a(ii)",0,1,0,0,0,0,0,0
,,Cycadaceae,Cycas circinalis,Cycas,exotic,,zoo,,,cyca,,,,,NA,NA,0,1,0,1,0,1,1,0
,,Cycadaceae,Cycas revoluta,Cycas,exotic,,zoo,,,cyca,,,,,NA,NA,0,1,1,1,0,1,1,0
,,Cycadaceae,Microcycas calocoma,Microcycas,native,,zoo,,,cyca,,,,,Critically Endangered,A2cd,0,1,0,0,0,0,0,0
Equisetopsida,Pandanales,Cyclanthaceae,Cyclanthus bipartitus,Cyclanthus,native,,abiotic,auto,,shrub,,,,,NA,NA,0,0,0,0,0,0,0,1
,,Cyclanthaceae,Carludovica palmata,Carludovica,exotic,,zoo,,,shrub,,,,,Least Concern,,0,1,0,1,1,1,0,1
,,Cyclanthaceae,Asplundia dussii,Asplundia,native,,zoo,,,shrub,,,,,NA,NA,0,0,0,0,0,0,0,1
,,Cyclanthaceae,Asplundia insignis,Asplundia,native,,zoo,,,shrub,,,,,NA,NA,0,0,0,0,0,0,0,1
,,Cyclanthaceae,Asplundia rigida,Asplundia,native,,zoo,,,shrub,,,,,NA,NA,0,0,0,0,0,0,0,1
,,Cyclanthaceae,Thoracocarpus bissectus,Thoracocarpus,native,,zoo,,,,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Cymodoceaceae,Halodule beaudettei,Halodule,native,aquatic,abiotic,,,herb,,,,,Data Deficient,,1,1,1,1,1,0,1,1
,,Cymodoceaceae,Halodule wrightii,Halodule,native,aquatic,abiotic,,,herb,,,,,Least Concern,,1,1,1,1,1,1,1,1
,,Cymodoceaceae,Syringodium filiforme,Syringodium,native,aquatic,abiotic,,,herb,,,,,Least Concern,,1,1,1,1,1,1,1,1
,,Cyperaceae,Bulbostylis barbata,Bulbostylis,exotic,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,0,0,0,0,1
,,Cyperaceae,Bulbostylis hispidula,Bulbostylis,exotic,,abiotic,wind,brown,grass,,,,,Least Concern,,0,1,0,0,0,0,0,0
,,Cyperaceae,Carex longii,Carex,exotic,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,1,0,1,0,0
,,Cyperaceae,Carex umbellata,Carex,exotic,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Cyperaceae,Carex vulpinoidea,Carex,exotic,,abiotic,wind,brown,grass,,,,,Least Concern,,0,0,0,1,0,0,0,0
,,Cyperaceae,Cyperus alopecuroides,Cyperus,exotic,,abiotic,wind,brown,grass,,,,,Least Concern,,0,0,0,0,0,0,0,1
,,Cyperaceae,Cyperus cyperinus,Cyperus,exotic,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,0,1,0,0,1
,,Cyperaceae,Cyperus cyperoides,Cyperus,exotic,,abiotic,wind,brown,grass,,,,,Least Concern,,0,0,0,0,1,0,0,1
,,Cyperaceae,Cyperus difformis,Cyperus,exotic,,abiotic,wind,brown,grass,,,,,Least Concern,,0,0,0,1,1,1,0,1
,,Cyperaceae,Cyperus entrerianus,Cyperus,exotic,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,0,1,0,0,0
,,Cyperaceae,Cyperus esculentus,Cyperus,exotic,,abiotic,wind,brown,grass,,,,,NA,NA,1,1,0,1,1,1,1,1
,,Cyperaceae,Cyperus imbricatus,Cyperus,exotic,,abiotic,wind,brown,grass,,,,,Least Concern,,0,1,0,0,1,1,0,1
,,Cyperaceae,Cyperus involucratus,Cyperus,exotic,,abiotic,wind,brown,grass,,,,,NA,NA,1,1,0,1,1,1,1,1
,,Cyperaceae,Cyperus iria,Cyperus,exotic,,abiotic,wind,brown,grass,,,,,Least Concern,,0,1,0,0,0,1,0,1
,,Cyperaceae,Cyperus mundtii,Cyperus,exotic,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Cyperaceae,Cyperus papyrus,Cyperus,exotic,,abiotic,wind,brown,grass,,,,,Least Concern,,0,1,0,0,1,1,0,1
,,Cyperaceae,Cyperus pectinatus,Cyperus,exotic,,abiotic,wind,brown,grass,,,,,Least Concern,,0,0,0,0,0,0,0,1
,,Cyperaceae,Cyperus procerus,Cyperus,exotic,,abiotic,wind,brown,grass,,,,,Least Concern,,0,0,0,0,1,0,0,0
,,Cyperaceae,Cyperus pumilus,Cyperus,exotic,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,0,0,0,0,1
,,Cyperaceae,Cyperus rotundus,Cyperus,exotic,,abiotic,wind,brown,grass,,,,,Least Concern,,1,1,1,1,1,1,1,1
,,Cyperaceae,Cyperus sphacelatus,Cyperus,exotic,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,1,1,1,1,1
,,Cyperaceae,Cyperus subumbellatus,Cyperus,exotic,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,0,0,0,0,1
,,Cyperaceae,Eleocharis ochrostachys,Eleocharis,exotic,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Cyperaceae,Fimbristylis littoralis,Fimbristylis,exotic,,abiotic,wind,brown,grass,,,,,Least Concern,,0,1,0,1,1,1,0,1
,,Cyperaceae,Fimbristylis quinquangularis,Fimbristylis,exotic,,abiotic,wind,brown,grass,,,,,Least Concern,,0,0,0,0,0,1,0,1
,,Cyperaceae,Fimbristylis schoenoides,Fimbristylis,exotic,,abiotic,wind,brown,grass,,,,,Least Concern,,1,0,0,0,0,0,0,0
,,Cyperaceae,Fimbristylis squarrosa,Fimbristylis,exotic,,abiotic,wind,brown,grass,,,,,Least Concern,,0,1,0,0,0,0,0,0
,,Cyperaceae,Isolepis sepulcralis,Isolepis,exotic,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,0,0,0,0,1
,,Cyperaceae,Kyllinga nemoralis,Kyllinga,exotic,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,0,1,1,0,1
,,Cyperaceae,Kyllinga polyphylla,Kyllinga,exotic,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,0,0,0,0,1
,,Cyperaceae,Kyllinga squamulata,Kyllinga,exotic,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,0,0,0,0,1
,,Cyperaceae,Schoenoplectus lacustris,Schoenoplectus,exotic,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Cyperaceae,Scleria lacustris,Scleria,exotic,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,0,1,0,0,0
Equisetopsida,Poales,Cyperaceae,Rhynchospora pleiantha,Rhynchospora,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Poales,Cyperaceae,Rhynchospora scutellata,Rhynchospora,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Poales,Cyperaceae,Scleria tenella,Scleria,native,,abiotic,wind,brown,grass,,,,,NA,NA,1,1,0,0,0,0,0,0
,,Cyperaceae,Abildgaardia ovata,Abildgaardia,native,,abiotic,,,herb,,,,,NA,NA,1,1,1,1,1,1,1,1
,,Cyperaceae,Bulbostylis antillana,Bulbostylis,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,0,0,1,0,1
,,Cyperaceae,Bulbostylis capillaris,Bulbostylis,native,,abiotic,wind,brown,grass,,,,,Least Concern,,0,1,0,1,1,1,0,0
,,Cyperaceae,Bulbostylis ciliatifolia,Bulbostylis,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Cyperaceae,Bulbostylis curassavica,Bulbostylis,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,1,0,1,1,0
,,Cyperaceae,Bulbostylis floccosa,Bulbostylis,native,,abiotic,wind,brown,grass,,,,,NA,NA,1,1,0,1,0,0,0,0
,,Cyperaceae,Bulbostylis junciformis,Bulbostylis,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,1,0,0,0,0
,,Cyperaceae,Bulbostylis juncoides,Bulbostylis,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,1,0,0,0,0
,,Cyperaceae,Bulbostylis paradoxa,Bulbostylis,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Cyperaceae,Bulbostylis pauciflora,Bulbostylis,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,1,0,1,1,1
,,Cyperaceae,Bulbostylis setacea,Bulbostylis,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Cyperaceae,Bulbostylis stenocarpa,Bulbostylis,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,1,1,1,0,0
,,Cyperaceae,Bulbostylis stenophylla,Bulbostylis,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Cyperaceae,Bulbostylis subaphylla,Bulbostylis,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,1,1,1,0,0
,,Cyperaceae,Bulbostylis tenuifolia,Bulbostylis,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Cyperaceae,Bulbostylis tuerckheimii,Bulbostylis,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Cyperaceae,Bulbostylis vestita,Bulbostylis,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,1,0,1,0,0
,,Cyperaceae,Carex cubensis,Carex,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,1,0,0,0,0
,,Cyperaceae,Carex diandra,Carex,native,,abiotic,wind,brown,grass,,,,,Least Concern,,0,0,0,1,0,0,0,0
,,Cyperaceae,Carex echinata,Carex,native,,abiotic,wind,brown,grass,,,,,Least Concern,,0,0,0,1,0,0,0,0
,,Cyperaceae,Carex ekmanii,Carex,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,1,0,0,0,0
,,Cyperaceae,Carex hinnulea,Carex,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,0,1,0,0,0
,,Cyperaceae,Carex leptalea,Carex,native,,abiotic,wind,brown,grass,,,,,Least Concern,,0,0,0,1,0,0,0,0
,,Cyperaceae,Carex limosa,Carex,native,,abiotic,wind,brown,grass,,,,,Least Concern,,0,0,0,1,0,0,0,0
,,Cyperaceae,Carex lurida,Carex,native,,abiotic,wind,brown,grass,,,,,Least Concern,,0,0,0,1,0,0,0,0
,,Cyperaceae,Carex polystachya,Carex,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,1,1,1,0,1
,,Cyperaceae,Carex polysticha,Carex,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,1,1,0,0,0
,,Cyperaceae,Carex scabrella,Carex,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,1,1,0,0,0
,,Cyperaceae,Carex subscabrella,Carex,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Cyperaceae,Carex virescens,Carex,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,0,1,0,0,0
,,Cyperaceae,Cladium jamaicense,Cladium,native,,abiotic,wind,brown,grass,,,,,NA,NA,1,1,1,1,1,1,0,1
,,Cyperaceae,Cyperus aggregatus,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,1,1,1,1,1
,,Cyperaceae,Cyperus amabilis,Cyperus,native,,abiotic,wind,brown,grass,,,,,Least Concern,,0,1,0,1,0,0,0,0
,,Cyperaceae,Cyperus antillanus,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Cyperaceae,Cyperus articulatus,Cyperus,native,,abiotic,wind,brown,grass,,,,,Least Concern,,0,1,0,1,1,1,1,1
,,Cyperaceae,Cyperus brunneus,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,1,1,1,0,0,1,1,1
,,Cyperaceae,Cyperus camagueyensis,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Cyperaceae,Cyperus compressus,Cyperus,native,,abiotic,wind,brown,grass,,,,,Least Concern,,1,1,1,1,1,1,1,1
,,Cyperaceae,Cyperus confertus,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,1,1,0,1,1,1,1,1
,,Cyperaceae,Cyperus constanzae,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,1,1,0,0,0
,,Cyperaceae,Cyperus correllii,Cyperus,native,,abiotic,wind,brown,grass,,,,,Critically Endangered,C1+2a(i),1,0,0,0,0,0,0,0
,,Cyperaceae,Cyperus corymbosus,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Cyperaceae,Cyperus croceus,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,1,1,0,1,1,1,0,0
,,Cyperaceae,Cyperus cuspidatus,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Cyperaceae,Cyperus digitatus,Cyperus,native,,abiotic,wind,brown,grass,,,,,Least Concern,,0,1,0,1,1,1,0,1
,,Cyperaceae,Cyperus distans,Cyperus,native,,abiotic,wind,brown,grass,,,,,Least Concern,,0,0,0,1,1,1,1,1
,,Cyperaceae,Cyperus distinctus,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,1,0,0,0,0,0,0,0
,,Cyperaceae,Cyperus drummondii,Cyperus,native,,abiotic,wind,brown,grass,,,,,Least Concern,,0,0,0,0,1,0,0,0
,,Cyperaceae,Cyperus eggersii,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,1,0,1,0,0
,,Cyperaceae,Cyperus ekmanii,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Cyperaceae,Cyperus elegans,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,1,1,1,1,1,1,1,1
,,Cyperaceae,Cyperus eragrostis,Cyperus,native,,abiotic,wind,brown,grass,,,,,Least Concern,,0,0,0,0,1,0,0,0
,,Cyperaceae,Cyperus filiformis,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,1,1,1,1,1,0,1,1
,,Cyperaceae,Cyperus flavescens,Cyperus,native,,abiotic,wind,brown,grass,,,,,Least Concern,,0,1,0,1,1,1,0,1
,,Cyperaceae,Cyperus flexuosus,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,1,1,0,1,1
,,Cyperaceae,Cyperus floridanus,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,1,1,1,1,1,1,0,0
,,Cyperaceae,Cyperus fugax,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Cyperaceae,Cyperus fuligineus,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,1,1,0,1,0,1,1,1
,,Cyperaceae,Cyperus gardneri,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Cyperaceae,Cyperus giganteus,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,1,1,1,0,0
,,Cyperaceae,Cyperus guatemalensis,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,0,0,0,0,1
,,Cyperaceae,Cyperus harrisii,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,0,1,0,0,0
,,Cyperaceae,Cyperus haspan,Cyperus,native,,abiotic,wind,brown,grass,,,,,Least Concern,,0,1,0,1,1,1,0,0
,,Cyperaceae,Cyperus hermaphroditus,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,1,1,0,0,1
,,Cyperaceae,Cyperus humilis,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,1,1,0,0,0
,,Cyperaceae,Cyperus lacunosus,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Cyperaceae,Cyperus laevigatus,Cyperus,native,,abiotic,wind,brown,grass,,,,,Least Concern,,0,1,0,1,1,1,1,1
,,Cyperaceae,Cyperus lanceolatus,Cyperus,native,,abiotic,wind,brown,grass,,,,,Least Concern,,0,1,0,1,1,0,0,0
,,Cyperaceae,Cyperus laxus,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,0,1,0,0,1
,,Cyperaceae,Cyperus lentiginosus,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Cyperaceae,Cyperus ligularis,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,1,1,1,1,1,1,1,1
,,Cyperaceae,Cyperus luzulae,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,1,1,0,0,1
,,Cyperaceae,Cyperus meyenianus,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,0,0,0,0,1
,,Cyperaceae,Cyperus mutisii,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,1,1,1,0,1
,,Cyperaceae,Cyperus nanus,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,1,1,1,1,1
,,Cyperaceae,Cyperus ochraceus,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,1,1,0,1,1,1,1,1
,,Cyperaceae,Cyperus odoratus,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,1,1,1,1,1,1,1,1
,,Cyperaceae,Cyperus ovatus,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,1,1,0,0,0,0,0,0
,,Cyperaceae,Cyperus oxylepis,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,0,1,0,0,1
,,Cyperaceae,Cyperus picardae,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Cyperaceae,Cyperus pinetorum,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Cyperaceae,Cyperus planifolius,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,1,1,1,1,1,1,1,1
,,Cyperaceae,Cyperus polystachyos,Cyperus,native,,abiotic,wind,brown,grass,,,,,Least Concern,,1,1,1,1,1,1,1,1
,,Cyperaceae,Cyperus praemorsus,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,0,1,0,0,0
,,Cyperaceae,Cyperus pulguerensis,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,0,0,1,0,0
,,Cyperaceae,Cyperus pulicaris,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,1,0,0,0,0
,,Cyperaceae,Cyperus squarrosus,Cyperus,native,,abiotic,wind,brown,grass,,,,,Least Concern,,1,1,0,1,0,1,1,1
,,Cyperaceae,Cyperus strigosus,Cyperus,native,,abiotic,wind,brown,grass,,,,,Least Concern,,0,1,0,0,0,0,0,0
,,Cyperaceae,Cyperus subtenuis,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,1,1,1,1,1
,,Cyperaceae,Cyperus surinamensis,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,1,1,0,1,1,1,1,1
,,Cyperaceae,Cyperus swartzii,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,1,1,1,1,1,1
,,Cyperaceae,Cyperus tenuis,Cyperus,native,,abiotic,wind,brown,grass,,,,,Least Concern,,0,1,0,1,1,1,1,1
,,Cyperaceae,Cyperus tetragonus,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,0,0,0,0,1
,,Cyperaceae,Cyperus thyrsiflorus,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Cyperaceae,Cyperus trichodes,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,0,1,0,0,0
,,Cyperaceae,Cyperus unifolius,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,0,0,1,1,0
,,Cyperaceae,Cyperus unioloides,Cyperus,native,,abiotic,wind,brown,grass,,,,,Least Concern,,0,1,0,1,1,1,0,0
,,Cyperaceae,Cyperus urbanii,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,0,0,1,0,0
,,Cyperaceae,Cyperus virens,Cyperus,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,1,1,1,0,0
,,Cyperaceae,Diplacrum capitatum,Diplacrum,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,0,1,0,0,1
,,Cyperaceae,Eleocharis acicularis,Eleocharis,native,,abiotic,wind,brown,grass,,,,,Least Concern,,0,0,0,1,0,0,0,0
,,Cyperaceae,Eleocharis acutangula,Eleocharis,native,,abiotic,wind,brown,grass,,,,,Least Concern,,0,1,0,1,0,0,0,0
,,Cyperaceae,Eleocharis alveolata,Eleocharis,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,0,0,0,0,0
,,Cyperaceae,Eleocharis atropurpurea,Eleocharis,native,,abiotic,wind,brown,grass,,,,,Least Concern,,1,1,1,0,1,0,0,0
,,Cyperaceae,Eleocharis bahamensis,Eleocharis,native,,abiotic,wind,brown,grass,,,,,NA,NA,1,0,0,0,0,0,0,0
,,Cyperaceae,Eleocharis cellulosa,Eleocharis,native,,abiotic,wind,brown,grass,,,,,NA,NA,1,1,1,1,1,1,0,1
,,Cyperaceae,Eleocharis confervoides,Eleocharis,native,,abiotic,wind,brown,grass,,,,,Least Concern,,0,1,0,0,0,0,0,0
,,Cyperaceae,Eleocharis debilis,Eleocharis,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,0,0,1,0,0
,,Cyperaceae,Eleocharis elegans,Eleocharis,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,1,0,1,1,1,0,1
,,Cyperaceae,Eleocharis elongata,Eleocharis,native,,abiotic,wind,brown,grass,,,,,NA,NA,0,0,0,0,1,0,0,0
