Class,Order,Family,Species,Genus,Origin,Details ,Sindrome,Subsindrome,fruit.color,life.form,fruit.size.category,fruit.diam,seed.diam,wood.density,IUCN,IUCNcriteria,Bahamas,Cuba,Cayman,Hispaniola,Jamaica,PuertoRico,VirginIslands,LesserAntilles
Equisetopsida,Lamiales,Acanthaceae,Acanthus montanus,Acanthus,exotic,,abiotic,auto,brown,herb,small,,,,NA,NA,0,0,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Andrographis paniculata,Andrographis,exotic,,abiotic,auto,green,herb,small,,,,NA,NA,1,1,0,1,1,0,0,1
Equisetopsida,Lamiales,Acanthaceae,Aphelandra aurantiaca,Aphelandra,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Aphelandra pulcherrima,Aphelandra,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,0,0,0,1
Equisetopsida,Lamiales,Acanthaceae,Aphelandra scabra,Aphelandra,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Aphelandra squarrosa,Aphelandra,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Aphelandra tetragona,Aphelandra,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Asystasia gangetica,Asystasia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,1,1,1,1,1,1,1,1
Equisetopsida,Lamiales,Acanthaceae,Barleria cristata,Barleria,exotic,,abiotic,auto,brown,herb,small,,,,NA,NA,1,0,0,1,1,1,1,1
Equisetopsida,Lamiales,Acanthaceae,Barleria lancifolia,Barleria,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Barleria lupulina,Barleria,exotic,,abiotic,auto,brown,herb,small,,,,NA,NA,1,0,0,1,1,1,1,1
Equisetopsida,Lamiales,Acanthaceae,Barleria prionitis,Barleria,exotic,,abiotic,auto,brown,herb,small,,,,NA,NA,0,0,0,0,1,1,0,1
Equisetopsida,Lamiales,Acanthaceae,Barleria repens,Barleria,exotic,,abiotic,auto,brown,herb,small,,,,NA,NA,0,0,0,0,0,1,1,0
Equisetopsida,Lamiales,Acanthaceae,Barleria strigosa,Barleria,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,0,0,1,1
Equisetopsida,Lamiales,Acanthaceae,Bravaisia integerrima,Bravaisia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,0,0,0,1
Equisetopsida,Lamiales,Acanthaceae,Brillantaisia owariensis,Brillantaisia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,1,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Crossandra infundibuliformis,Crossandra,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,1,0,1,1,1
Equisetopsida,Lamiales,Acanthaceae,Dyschoriste thunbergiiflora,Dyschoriste,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,0,0,1,0
Equisetopsida,Lamiales,Acanthaceae,Eranthemum pulchellum,Eranthemum,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,1,1,0,0,1
Equisetopsida,Lamiales,Acanthaceae,Fittonia albivenis,Fittonia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Graptophyllum pictum,Graptophyllum,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,1,1,1,1,0
Equisetopsida,Lamiales,Acanthaceae,Hemigraphis alternata,Hemigraphis,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,1,0,1
Equisetopsida,Lamiales,Acanthaceae,Hemigraphis reptans,Hemigraphis,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,0,1,0,0
Equisetopsida,Lamiales,Acanthaceae,Hypoestes phyllostachya,Hypoestes,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,1,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia adhatoda,Justicia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,1,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia aurea,Justicia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia brandegeeana,Justicia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,1,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia brasiliana,Justicia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,0,0,0,1
Equisetopsida,Lamiales,Acanthaceae,Justicia carnea,Justicia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,1,0,0,0,1
Equisetopsida,Lamiales,Acanthaceae,Justicia comata,Justicia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,1,1,1,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia cydoniifolia,Justicia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia gendarussa,Justicia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,0,0,0,1
Equisetopsida,Lamiales,Acanthaceae,Justicia pectoralis,Justicia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,1,1,1,1,1
Equisetopsida,Lamiales,Acanthaceae,Justicia spicigera,Justicia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,1,0,0,1,0,0,1,0
Equisetopsida,Lamiales,Acanthaceae,Nelsonia canescens,Nelsonia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,0,1,0,0
Equisetopsida,Lamiales,Acanthaceae,Odontonema callistachyum,Odontonema,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Odontonema cuspidatum,Odontonema,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,1,0,1,0,1
Equisetopsida,Lamiales,Acanthaceae,Odontonema nitidum,Odontonema,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,1,0,0,1,1
Equisetopsida,Lamiales,Acanthaceae,Pachystachys lutea,Pachystachys,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Phlogacanthus turgidus,Phlogacanthus,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,0,0,0,1
Equisetopsida,Lamiales,Acanthaceae,Pseuderanthemum bicolor,Pseuderanthemum,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,1,0,1
Equisetopsida,Lamiales,Acanthaceae,Pseuderanthemum carruthersii,Pseuderanthemum,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,1,1,1
Equisetopsida,Lamiales,Acanthaceae,Pseuderanthemum laxiflorum,Pseuderanthemum,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,0,1,0,0
Equisetopsida,Lamiales,Acanthaceae,Pseuderanthemum variabile,Pseuderanthemum,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,0,1,0,0
Equisetopsida,Lamiales,Acanthaceae,Ruellia acutangula,Ruellia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,1,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Ruellia brevifolia,Ruellia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,0,0,0,1
Equisetopsida,Lamiales,Acanthaceae,Ruellia chartacea,Ruellia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,0,1,0,0
Equisetopsida,Lamiales,Acanthaceae,Ruellia costata,Ruellia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,1,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Ruellia elegans,Ruellia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,1,0,0,1
Equisetopsida,Lamiales,Acanthaceae,Ruellia fulgida,Ruellia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,0,0,1
Equisetopsida,Lamiales,Acanthaceae,Ruellia subringens,Ruellia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,0,0,0,1
Equisetopsida,Lamiales,Acanthaceae,Sanchezia longiflora,Sanchezia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,1,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Sanchezia nobilis,Sanchezia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,1,1,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Sanchezia speciosa,Sanchezia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,1,0,1,0,1
Equisetopsida,Lamiales,Acanthaceae,Strobilanthes colorata,Strobilanthes,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,0,0,0,1
Equisetopsida,Lamiales,Acanthaceae,Strobilanthes dyeriana,Strobilanthes,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Strobilanthes glomerata,Strobilanthes,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,1,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Thunbergia affinis,Thunbergia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,1,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Thunbergia alata,Thunbergia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,1,1,0,1,1,1,1,1
Equisetopsida,Lamiales,Acanthaceae,Thunbergia erecta,Thunbergia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,1,0,1,1,1
Equisetopsida,Lamiales,Acanthaceae,Thunbergia fragrans,Thunbergia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,1,1,0,1,1,1,1,1
Equisetopsida,Lamiales,Acanthaceae,Thunbergia grandiflora,Thunbergia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,1,1,1,1,1
Equisetopsida,Lamiales,Acanthaceae,Thunbergia laurifolia,Thunbergia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,0,0,0,1
Equisetopsida,Lamiales,Acanthaceae,Thunbergia mysorensis,Thunbergia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,0,0,0,1
Equisetopsida,Lamiales,Acanthaceae,Thunbergia vogeliana,Thunbergia,exotic,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Ancistranthus harpochiloides,Ancistranthus,native,,abiotic,auto,brown,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Apassalus cubensis,Apassalus,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Apassalus diffusus,Apassalus,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Apassalus humistratus,Apassalus,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Apassalus parvulus,Apassalus,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Avicennia germinans,Avicennia,native,,abiotic,water,green,shrub,small,,,,Least Concern,,1,1,1,1,1,1,1,1
Equisetopsida,Lamiales,Acanthaceae,Avicennia schaueriana,Avicennia,native,,abiotic,water,green,shrub,small,,,,Least Concern,,0,0,0,0,0,0,0,1
Equisetopsida,Lamiales,Acanthaceae,Barleriola inermis,Barleriola,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Barleriola multiflora,Barleriola,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Barleriola reedii,Barleriola,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Barleriola saturejoides,Barleriola,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Barleriola solanifolia,Barleriola,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,1,0,1,0,0
Equisetopsida,Lamiales,Acanthaceae,Bravaisia berlandieriana,Bravaisia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Dasytropis fragilis,Dasytropis,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Dicliptera krugii,Dicliptera,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,0,1,0,0
Equisetopsida,Lamiales,Acanthaceae,Dicliptera martinicensis,Dicliptera,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,0,0,0,1
Equisetopsida,Lamiales,Acanthaceae,Dicliptera mucronata,Dicliptera,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Dicliptera obtusifolia,Dicliptera,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Dicliptera sexangularis,Dicliptera,native,,abiotic,auto,,herb,small,,,,NA,NA,1,1,0,1,1,1,1,0
Equisetopsida,Lamiales,Acanthaceae,Dyschoriste angusta,Dyschoriste,native,,abiotic,auto,,herb,small,,,,NA,NA,1,0,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Dyschoriste bayatensis,Dyschoriste,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Elytraria bissei,Elytraria,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Elytraria cubana,Elytraria,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Elytraria filicaulis,Elytraria,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Elytraria planifolia,Elytraria,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Elytraria prolifera,Elytraria,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Elytraria shaferi,Elytraria,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Elytraria spathulifolia,Elytraria,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Elytraria squamosa,Elytraria,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Hygrophila costata,Hygrophila,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,1,1,0,0
Equisetopsida,Lamiales,Acanthaceae,Jacobinia aurea,Jacobinia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia abeggii,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia agria,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia alainii,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia alsinoides,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia androsaemifolia,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,0,0,0,1
Equisetopsida,Lamiales,Acanthaceae,Justicia blechoides,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,1,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia carthagenensis,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,1,0,0,1,0,1,1,1
Equisetopsida,Lamiales,Acanthaceae,Justicia cubana,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia culebritae,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,0,1,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia disparifolia,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia diversifolia,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia dumosa,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia eustachiana,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,0,0,1,1
Equisetopsida,Lamiales,Acanthaceae,Justicia grisebachiana,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia jamaicensis,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,1,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia martinsoniana,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,0,1,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia mckenleyi,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,1,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia mirabiloides,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,1,0,1,1,0
Equisetopsida,Lamiales,Acanthaceae,Justicia nemorosa,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,1,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia ovata,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia peratanthoides,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia periplocifolia,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,1,0,1,1,0
Equisetopsida,Lamiales,Acanthaceae,Justicia racemulosa,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,1,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia reptans,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia roigii,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia rugeliana,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia sagrana,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia secunda,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,0,0,1,1
Equisetopsida,Lamiales,Acanthaceae,Justicia sphaerosperma,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,0,0,1
Equisetopsida,Lamiales,Acanthaceae,Justicia spinigera,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia spinosissima,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia stearnii,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia stenophylla,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Justicia tomentosula,Justicia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Neriacanthus purdieanus,Neriacanthus,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,1,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Odontonema lindavii,Odontonema,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Odontonema rubrum,Odontonema,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Oplonia acicularis,Oplonia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,1,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Oplonia acunae,Oplonia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Oplonia armata,Oplonia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,1,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Oplonia cubensis,Oplonia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Oplonia jamaicensis,Oplonia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,1,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Oplonia microphylla,Oplonia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,1,1,1,1
Equisetopsida,Lamiales,Acanthaceae,Oplonia moana,Oplonia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Oplonia multigemma,Oplonia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Oplonia nannophylla,Oplonia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Oplonia polyece,Oplonia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Oplonia purpurascens,Oplonia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Oplonia spinosa,Oplonia,native,,abiotic,auto,,herb,small,,,,NA,NA,1,1,0,1,0,1,1,0
Equisetopsida,Lamiales,Acanthaceae,Oplonia tetrasticha,Oplonia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Pachystachys spicata,Pachystachys,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,1,1,1,1,1
Equisetopsida,Lamiales,Acanthaceae,Ruellia blechioides,Ruellia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,1,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Ruellia blechum,Ruellia,native,,abiotic,auto,,herb,small,,,,NA,NA,1,1,0,1,1,1,1,1
Equisetopsida,Lamiales,Acanthaceae,Ruellia coccinea,Ruellia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,1,1,1
Equisetopsida,Lamiales,Acanthaceae,Ruellia domingensis,Ruellia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Ruellia geminiflora,Ruellia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,1,1,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Ruellia lepidota,Ruellia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Ruellia macrophylla,Ruellia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,1,0,0,1
Equisetopsida,Lamiales,Acanthaceae,Ruellia nudiflora,Ruellia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Ruellia paniculata,Ruellia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,1,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Ruellia parvifolia,Ruellia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Ruellia shaferiana,Ruellia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Ruellia simplex,Ruellia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,1,1,1,1,1,1
Equisetopsida,Lamiales,Acanthaceae,Ruellia tuberosa,Ruellia,native,,abiotic,auto,,herb,small,,,,NA,NA,1,1,1,1,1,1,1,1
Equisetopsida,Lamiales,Acanthaceae,Salpixantha coccinea,Salpixantha,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,0,1,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Samuelssonia verrucosa,Samuelssonia,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Sapphoa ekmanii,Sapphoa,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Sapphoa rigidifolia,Sapphoa,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Siphonoglossa buchii,Siphonoglossa,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Siphonoglossa sessilis,Siphonoglossa,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,1,1,1
Equisetopsida,Lamiales,Acanthaceae,Stenandrium acuminatum,Stenandrium,native,,abiotic,auto,,herb,small,,,,NA,NA,0,0,0,1,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Stenandrium arnoldii,Stenandrium,native,,abiotic,auto,,herb,small,,,,NA,NA,0,1,0,0,0,0,0,0
Equisetopsida,Lamiales,Acanthaceae,Stenandrium bracteosum,Stenandrium,native,,abiotic,auto,,herb,small,,,,NA,NA,1,0,0,0,0,0,0,0
